date,temperaturemin,temperaturemax,precipitation,snowfall,snowdepth,avgwindspeed,fastest5secwinddir,fastest5secwindspeed,fog,rain,ice,snow,freezingrain,smokehaze,thunder,hail,RLT,RHT
9/5/2013,64.9,87.1,0,0,0,2.46,280,16.11,Yes,No,No,No,No,No,No,No,161,146
9/20/2013,62.1,72,0.19,0,0,3.8,150,17,Yes,No,No,No,No,No,No,No,206,334
9/25/2013,53.1,75,0,0,0,1.12,90,12.97,Yes,No,No,No,No,No,No,No,298,298
10/19/2013,57.9,70,0.01,0,0,2.91,210,14.09,Yes,No,No,No,No,No,No,No,248,356
10/21/2013,39,68,0,0,0,0.45,170,10.07,Yes,No,No,No,No,No,No,No,436,380
10/22/2013,51.1,64,0,0,0,2.46,160,10.07,Yes,No,No,No,No,No,No,No,318,415
10/25/2013,33.1,55.9,0,0,0,3.36,340,19.91,No,No,No,No,No,No,No,No,497,485
11/4/2013,35.1,55,0,0,0,6.49,50,21.92,No,No,No,No,No,No,No,No,475,494
11/5/2013,37,57,0,0,0,5.14,40,16.11,No,No,No,No,No,No,No,No,460,478
11/6/2013,44.1,71.1,0,0,0,3.58,150,18.12,No,No,No,No,No,No,No,No,379,339
11/8/2013,33.1,57.9,0,0,0,2.91,300,21.03,No,No,No,No,No,No,No,No,497,466
11/11/2013,32,59,0,0,0,1.79,150,12.97,No,No,No,No,No,No,No,No,509,463
11/16/2013,50,69.1,0,0,0,3.13,20,12.08,No,No,No,No,No,No,No,No,331,370
11/21/2013,41,62.1,0,0,0,3.8,50,14.09,No,No,No,No,No,No,No,No,411,433
11/29/2013,24.3,50,0,0,0,4.03,40,19.91,No,No,No,No,No,No,No,No,575,527
12/6/2013,64.9,79,0,0,0,13.87,230,36.01,No,No,No,No,No,No,No,No,161,259
12/18/2013,31.1,48.9,0,0,0,3.36,300,19.91,No,No,No,No,No,No,No,No,526,537
1/3/2014,22.1,43,0,0,0,7.38,310,31.99,No,No,No,No,No,No,No,No,583,577
1/4/2014,19.2,37.9,0,0,0,2.24,120,12.97,No,No,No,No,No,No,No,No,589,592
1/8/2014,15.3,43,0,0,0,2.91,210,12.97,No,No,No,No,No,No,No,No,597,577
1/10/2014,39,45,0.57,0,0,3.58,280,14.09,No,No,No,No,No,No,No,No,436,565
1/18/2014,27.1,46.9,0,0,0,6.71,240,23.94,No,No,No,No,No,No,No,No,557,555
1/23/2014,16.2,37.9,0,0,0,4.7,10,21.92,No,No,No,No,No,No,No,No,594,592
1/24/2014,11.1,27.1,0,0,0,6.26,20,23.04,No,No,No,No,No,No,No,No,600,600
1/31/2014,15.3,53.1,0,0,0,2.01,220,12.97,No,No,No,No,No,No,No,No,597,511
2/5/2014,37.9,53.1,0.06,0,0,4.7,250,19.91,No,No,No,No,No,No,No,No,450,511
2/6/2014,31.1,42.1,0,0,0,3.58,330,18.12,No,No,No,No,No,No,No,No,526,584
2/8/2014,34,50,0,0,0,2.46,90,17,No,No,No,No,No,No,No,No,487,527
2/10/2014,35.1,43,0.08,0,0,2.91,40,16.11,Yes,No,No,No,No,No,No,No,475,577
2/14/2014,27.1,55.9,0,0,1.18,8.95,230,19.91,No,No,No,No,No,No,No,No,557,485
2/23/2014,34,66.9,0,0,0,6.49,220,25.05,No,No,No,No,No,No,No,No,487,392
2/26/2014,32,48.9,0,0,0,3.58,40,14.99,No,No,No,No,No,No,No,No,509,537
3/3/2014,20.1,61,0.36,0.2,0,10.96,30,36.91,No,No,No,No,No,No,No,No,588,440
3/8/2014,27.1,68,0,0,0,4.25,240,21.92,Yes,No,No,No,No,No,No,No,557,380
3/11/2014,44.1,79,0,0,0,5.14,230,21.92,No,No,No,No,No,No,No,No,379,259
3/19/2014,35.1,46.9,0.04,0,0,5.37,230,17,Yes,No,No,No,No,No,No,No,475,555
3/21/2014,32,69.1,0,0,0,5.37,230,21.03,No,No,No,No,No,No,No,No,509,370
3/22/2014,46,75.9,0,0,0,8.05,230,25.05,No,No,No,No,No,No,No,No,367,293
3/25/2014,33.1,45,0.03,0,0,5.82,320,19.91,Yes,No,No,No,No,No,No,No,497,565
3/26/2014,29.1,46.9,0,0,0,6.93,290,27.96,No,No,No,No,No,No,No,No,543,555
3/27/2014,24.3,59,0,0,0,6.93,220,29.08,No,No,No,No,No,No,No,No,575,463
3/30/2014,42.1,62.1,0.23,0,0,10.51,270,36.91,Yes,No,No,No,No,No,No,No,399,433
4/27/2014,51.1,84,0,0,0,5.14,130,21.03,No,No,No,No,No,No,No,No,318,185
5/4/2014,48.9,82.9,0,0,0,5.59,240,29.08,No,No,No,No,No,No,No,No,342,199
5/10/2014,64,86,0,0,0,8.95,220,29.08,No,No,No,No,No,No,No,No,177,163
5/17/2014,46.9,71.1,0,0,0,5.37,320,23.04,No,No,No,No,No,No,No,No,355,339
5/19/2014,45,73,0,0,0,2.01,130,17,Yes,No,No,No,No,No,No,No,375,320
5/27/2014,66,90,0.22,0,0,5.82,280,40.94,No,No,No,No,No,No,No,No,145,93
6/3/2014,57,89.1,0.05,0,0,4.03,330,18.12,Yes,No,No,No,No,No,No,No,255,115
6/5/2014,72,91,0,0,0,7.61,270,25.95,No,No,No,No,No,No,No,No,36,79
6/6/2014,68,82.9,0,0,0,5.82,130,16.11,No,No,No,No,No,No,No,No,124,199
6/17/2014,70,96.1,0,0,0,7.16,210,23.04,No,No,No,No,No,No,Yes,No,77,22
6/25/2014,73,93,0,0,0,6.71,260,19.91,No,No,No,No,No,No,No,No,21,50
7/2/2014,75.9,97,0,0,0,9.84,200,21.92,No,No,No,No,No,No,No,No,3,14
7/4/2014,71.1,88,0,0,0,6.04,340,21.03,No,No,No,No,No,No,No,No,54,132
7/5/2014,61,82.9,0,0,0,4.92,80,18.12,No,No,No,No,No,No,No,No,216,199
7/6/2014,61,90,0,0,0,5.82,190,17,No,No,No,No,No,No,No,No,216,93
7/13/2014,71.1,93.9,0,0,0,7.16,190,19.91,Yes,No,No,No,No,No,No,No,54,39
7/17/2014,60.1,84,0,0,0,2.24,40,14.09,No,No,No,No,No,No,No,No,228,185
7/23/2014,71.1,91.9,0,0,0,5.59,220,23.04,No,No,No,No,No,No,No,No,54,63
7/26/2014,69.1,90,0,0,0,3.13,240,14.99,No,No,No,No,No,No,No,No,101,93
7/27/2014,72,87.1,0.45,0,0,7.61,230,25.05,No,No,No,No,No,No,No,No,36,146
7/31/2014,66,82,0.08,0,0,2.68,90,14.09,Yes,No,No,No,No,No,No,No,145,220
8/2/2014,64,70,0.08,0,0,3.36,80,14.09,Yes,No,No,No,No,No,No,No,177,356
8/7/2014,69.1,86,0,0,0,4.47,60,14.99,No,No,No,No,No,No,No,No,101,163
8/9/2014,64,73.9,1.01,0,0,5.59,130,21.03,Yes,No,No,No,No,No,No,No,177,308
8/10/2014,66,81,0.56,0,0,6.71,110,21.03,Yes,No,No,No,No,No,No,No,145,240
8/11/2014,70,84,0.31,0,0,6.71,170,19.91,Yes,No,No,No,No,No,No,No,77,185
8/12/2014,70,87.1,2.45,0,0,4.92,240,27.96,No,No,No,No,No,No,No,No,77,146
8/13/2014,66.9,82,0,0,0,3.8,280,21.03,No,No,No,No,No,No,No,No,133,220
8/15/2014,61,86,0,0,0,2.68,270,17,No,No,No,No,No,No,No,No,216,163
8/16/2014,68,89.1,0,0,0,3.36,210,14.09,No,No,No,No,No,No,No,No,124,115
